split_name,pair_type,label,pred_label,pred_class,probability,profile_row_id_a,platform_a,userName_a,fullName_a,user_folder_a,profile_row_id_b,platform_b,userName_b,fullName_b,user_folder_b,username_jaro,username_lev,username_token_sort,fullname_jaro,fullname_lev,fullname_token_sort,bio_tfidf_cosine,bio_sbert_cosine,domain_jaccard,url_jaccard,location_jaro,location_token_sort,mention_jaccard,hashtag_jaccard,style_caps_diff,style_avgword_diff,style_biolen_ratio,style_punct_diff,platform_pair_code,image_any_local,image_both_local,image_one_local_only,image_phash_sim,image_dhash_sim,image_brightness_diff,image_contrast_diff,image_entropy_diff,image_rgb_l1,image_filesize_ratio,image_face_count_diff,image_face_area_diff,image_blur_diff,image_metadata_any,image_caption_any,image_caption_bio_sbert_cross,image_caption_fullname_token_cross,image_caption_username_token_cross,is_tp,is_tn,is_fp,is_fn
test,positive,1,0,NO_MATCH,0.004098360655737705,7770,googleplus,sarojbeheraofficial,saroj behera,sarojbehera,7771,twitter,indialiveblog,indialiveblog,sarojbehera,0.481331533963113,0.10526315789473684,0.25,0.38247863247863245,0.07692307692307687,0.16000000000000003,0.0,0.21782514452934265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2884615384615383,0.5833333333333334,0.057823129251700675,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1
test,positive,1,0,NO_MATCH,0.004098360655737705,4826,googleplus,richardfurlong,richard furlong,governmentlists,4827,twitter,government_list,publicsectorsecurity,governmentlists,0.36031746031746037,0.06666666666666665,0.13793103448275867,0.4626984126984126,0.19999999999999996,0.34285714285714286,0.0,-0.014989541843533516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6761904761904765,0.4251968503937008,0.021289005540974043,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1
test,positive,1,0,NO_MATCH,0.017786561264822136,36672,googleplus,ivangarcia,ivan garcia,zedkiel,36674,twitter,zedkiel,jon starkgaryen,zedkiel,0.41428571428571437,0.0,0.11764705882352944,0.4818181818181817,0.2666666666666667,0.3076923076923077,0.0,0.15197011828422546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.090909090909091,0.0,0.05194805194805195,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1
test,positive,1,0,NO_MATCH,0.017786561264822136,36289,instagram,wiravaslp,wilmer ramirez valdez,wirava,36290,twitter,tecnoedumx,tecnologa educativa,wirava,0.0,0.0,0.0,0.4859370648844332,0.1428571428571429,0.30000000000000004,0.0,0.40761539340019226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6761904761904765,0.5045045045045045,0.026705276705276705,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.08606722950935364,0.2564102564102564,0.12121212121212122,0,0,0,1
test,positive,1,0,NO_MATCH,0.017786561264822136,33592,instagram,siricui,rodrigo aguilar cornejo,siricui,33593,twitter,zapotlanvihvo,zapotln vihvo a c,siricui,0.4065934065934067,0.07692307692307687,0.09999999999999998,0.529127593066212,0.13043478260869568,0.30000000000000004,0.020656769271939768,0.15181538462638855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6247987117552336,0.8661971830985915,0.04282606206343753,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1
test,positive,1,0,NO_MATCH,0.017786561264822136,34503,googleplus,tatianaskrygina,tatiana skrygina,tatianaskrygina,34505,twitter,chanel84,chanel,tatianaskrygina,0.461111111111111,0.1333333333333333,0.17391304347826086,0.48611111111111116,0.125,0.18181818181818177,0.0,0.16138508915901184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35,0.0,0.07114624505928854,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1
test,positive,1,0,NO_MATCH,0.017786561264822136,34791,googleplus,amarahulghani,amarah ulghani,thesournotes,34792,instagram,thesournotes,the sour notes,thesournotes,0.4636752136752136,0.07692307692307687,0.24,0.4380952380952381,0.0,0.2142857142857143,0.0,0.12879005074501038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0340909090909092,0.4129032258064516,0.10564516129032259,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1
test,positive,1,0,NO_MATCH,0.017786561264822136,3362,googleplus,linamayorga,lina mayorga lina mayorga,BbyFaB,3363,twitter,bbyfab,manetsove1982,BbyFaB,0.33838383838383845,0.09090909090909094,0.23529411764705888,0.4058974358974359,0.07999999999999996,0.1578947368421053,0.0,0.07505135983228683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2999999999999998,0.41304347826086957,0.05263157894736842,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1
test,positive,1,0,NO_MATCH,0.017786561264822136,9192,instagram,aurpera,image maker print designer,aurpera,9193,twitter,couchgoddess,couch goddess,aurpera,0.4841269841269842,0.16666666666666663,0.21052631578947367,0.39230769230769225,0.15384615384615385,0.15384615384615385,0.0,0.22703559696674347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1388888888888893,0.37142857142857144,0.04725274725274725,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1
test,positive,1,0,NO_MATCH,0.017786561264822136,10170,instagram,noribachi,noribachi,esthersantos,10171,twitter,diveadvisor,scuba dive advisor,esthersantos,0.5353535353535354,0.09090909090909094,0.30000000000000004,0.5444444444444444,0.16666666666666663,0.3703703703703704,0.0,0.06227952241897583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999999999999996,0.926829268292683,0.021394950791613174,2,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1
